block_id,osm_id,amenity,cluster1,cluster2,Longitude,Latitude
11513,3153355956,bicycle_parking,nan,14.0,-122.47274538295164,37.76397719550595
11513,3400370174,cafe,nan,14.0,-122.47342528295157,37.76361279550598
11513,4071080689,cafe,nan,14.0,-122.47238658295169,37.763918395505954
11513,4071080789,bar,nan,14.0,-122.47266458295168,37.76390379550597
11513,4071080791,training,nan,14.0,-122.4730942829516,37.76387539550596
11513,4071080797,dentist,nan,14.0,-122.47324078295158,37.76361829550597
11513,4071080799,training,nan,14.0,-122.4731253829516,37.76362159550597
12012,1409407389,car_sharing,nan,14.0,-122.47723098295104,37.764360995505925
12012,3153355959,bicycle_parking,nan,14.0,-122.47796208295092,37.763452695505975
12012,3153355959,bicycle_parking,nan,14.0,-122.47796208295092,37.763452695505975
12012,4017234495,cafe,nan,14.0,-122.47740928295104,37.76369339550597
12012,4017234495,cafe,nan,14.0,-122.47740928295104,37.76369339550597
12012,4017234497,restaurant,nan,14.0,-122.477577782951,37.76368619550596
12012,4017234497,restaurant,nan,14.0,-122.477577782951,37.76368619550596
12012,4017234498,restaurant,nan,14.0,-122.47764658295095,37.76368319550597
12012,4017234498,restaurant,nan,14.0,-122.47764658295095,37.76368319550597
12012,4017234499,bar,nan,14.0,-122.47855118295084,37.76363719550597
12012,4017234499,bar,nan,14.0,-122.47855118295084,37.76363719550597
12012,4017234500,fast_food,nan,14.0,-122.47860008295082,37.76363659550598
12012,4017234500,fast_food,nan,14.0,-122.47860008295082,37.76363659550598
12012,4017234503,restaurant,nan,14.0,-122.4788962829508,37.76360879550597
12012,4017234503,restaurant,nan,14.0,-122.4788962829508,37.76360879550597
12012,4017234595,bank,nan,14.0,-122.47799288295091,37.76366719550597
12012,4017234595,bank,nan,14.0,-122.47799288295091,37.76366719550597
12012,4017234689,restaurant,nan,14.0,-122.47762348295096,37.763414995506
12012,4017234689,restaurant,nan,14.0,-122.47762348295096,37.763414995506
12012,4017234692,childcare,nan,14.0,-122.47812478295094,37.76430419550592
12012,4017234692,childcare,nan,14.0,-122.47812478295094,37.76430419550592
12012,4017234697,cafe,nan,14.0,-122.47851498295084,37.76338089550599
12012,4017234697,cafe,nan,14.0,-122.47851498295084,37.76338089550599
