block_id,osm_id,amenity,cluster1,cluster2,Longitude,Latitude
59124,4238376198,bank,,19.0,-122.47149058295182,37.73062799550857
59125,1229112097,post_box,,19.0,-122.47237628295171,37.73116599550852
59125,4238376490,training,,19.0,-122.4737474829515,37.73206789550845
59125,4238376595,restaurant,,19.0,-122.47368568295153,37.7315050955085
59125,4238377191,cafe,,19.0,-122.47255858295168,37.73154659550847
59125,4238377200,restaurant,,19.0,-122.47297538295165,37.73141379550848
59125,4238458993,restaurant,,19.0,-122.47333098295157,37.73188419550847
59125,4238459391,restaurant,,19.0,-122.47383348295148,37.73209659550844
59125,4238459890,bank,,19.0,-122.47325628295155,37.73185849550848
59125,4238459892,cafe,,19.0,-122.47340978295156,37.731625295508486
59125,4238465589,bank,,19.0,-122.4739430829515,37.73183619550846
61306,2033283303,post_box,,19.0,-122.45357998295434,37.74403099550751
61306,2625322062,restaurant,,19.0,-122.4537213829543,37.74384119550751
61306,2625322098,restaurant,,19.0,-122.45360988295432,37.74393979550752
61306,3545343709,bank,,19.0,-122.45301368295442,37.74443599550748
61306,3545345699,bar,,19.0,-122.4536778829543,37.74388179550752
61306,3545348394,cafe,,19.0,-122.45262878295443,37.74466339550745
61306,3545350294,cafe,,19.0,-122.45358598295434,37.7439572955075
61306,3545461134,cafe,,19.0,-122.45267428295443,37.74463589550746
61306,3561727994,dentist,,19.0,-122.4517197829546,37.745176895507406
