block_id,osm_id,amenity,cluster1,cluster2,Longitude,Latitude
10313,2351681787,drinking_water,,3.0,-122.45892998295356,37.76337399550599
10712,2402096155,restaurant,,3.0,-122.4647138829528,37.763987395505936
10712,3153355947,bicycle_parking,,3.0,-122.46382968295292,37.76368029550596
10712,3271872161,car_sharing,,3.0,-122.46399458295286,37.76352349550597
10712,3522479598,cafe,,3.0,-122.46439398295284,37.76426199550592
10712,3522863339,restaurant,,3.0,-122.46510848295272,37.76423969550592
10712,3522863340,restaurant,,3.0,-122.46493558295272,37.764244995505926
10712,3667700926,restaurant,,3.0,-122.46370588295292,37.76428429550592
10712,3667880728,bank,,3.0,-122.46510678295272,37.76397239550595
10712,3667880931,bar,,3.0,-122.4643911829528,37.763997395505925
10712,3667881627,arts_centre,,3.0,-122.46500788295272,37.76397549550594
10712,3692778026,restaurant,,3.0,-122.46394248295286,37.76402829550595
10712,3692778027,bar,,3.0,-122.46385788295288,37.76403489550593
10712,4000105174,restaurant,,3.0,-122.46371098295292,37.764043795505934
10712,4017206890,restaurant,,3.0,-122.46408908295284,37.76488909550588
10712,4093197691,dentist,,3.0,-122.46455288295282,37.76425989550592
10712,4370513106,post_box,,3.0,-122.46395518295289,37.76423029550592
10712,5155983522,cafe,,3.0,-122.46487558295276,37.76398089550592
10712,5155983523,cafe,,3.0,-122.46496978295274,37.763977095505936
10812,1976983015,restaurant,,3.0,-122.46602318295255,37.76392549550595
10812,2615864296,restaurant,,3.0,-122.46546938295266,37.76421729550592
10812,2657124972,cafe,,3.0,-122.4662116829526,37.76462969550588
10812,2712078675,restaurant,,3.0,-122.46559108295264,37.76421339550591
10812,2715021824,cafe,,3.0,-122.4659406829526,37.76419699550593
10812,3153355948,bicycle_parking,,3.0,-122.46605228295256,37.76479009550588
10812,3301285862,fast_food,,3.0,-122.46618048295257,37.763923495505935
10812,3634308480,bar,,3.0,-122.4658638829526,37.76419869550591
10812,3667880726,restaurant,,3.0,-122.46558818295266,37.76394399550596
10812,3667880727,cafe,,3.0,-122.46562528295264,37.76421379550592
10812,3667880925,restaurant,,3.0,-122.4659399829526,37.76392859550593
10812,3688683527,cafe,,3.0,-122.46621958295258,37.76436399550591
10813,3657172970,restaurant,,3.0,-122.46616918295256,37.763446695506
10813,3657172973,restaurant,,3.0,-122.46615538295258,37.76334849550598
10912,493884683,restaurant,,3.0,-122.46680858295244,37.764151595505936
10912,1601847791,drinking_water,,3.0,-122.46657148295252,37.76606849550577
10912,1621235734,fast_food,,3.0,-122.46658918295252,37.76530159550583
10912,2383254146,post_office,,3.0,-122.46674168295247,37.76389869550594
10912,2392286219,restaurant,,3.0,-122.46626578295258,37.76514609550586
10912,2392311612,restaurant,,3.0,-122.46629998295258,37.765761995505805
