code,code,1 / distance
0.0,0.0,0.0
0.0,162.0,0.0007011709008633425
0.0,186.0,0.00154211174338752
1.0,1.0,0.0
1.0,147.0,0.000783864555281032
2.0,2.0,0.0
2.0,12.0,0.03550565190347585
2.0,20.0,0.012428090737744745
2.0,21.0,0.0051277096649289715
2.0,22.0,0.0052761270545876905
2.0,63.0,0.005030432571468329
2.0,109.0,0.001764313019947262
2.0,141.0,0.0009627153818339659
2.0,156.0,0.0008084162599575912
3.0,3.0,0.0
3.0,4.0,0.010379467236432342
3.0,5.0,0.008272878811306533
3.0,6.0,0.005922825967578026
3.0,8.0,0.02869969210452301
3.0,9.0,0.03203339299939242
3.0,10.0,0.03503839770515401
3.0,14.0,0.004360950143561363
3.0,24.0,0.0067929416821837655
3.0,25.0,0.004793997558817898
3.0,26.0,0.004416073911017938
3.0,28.0,0.003591269706854521
3.0,29.0,0.0038965996244540216
3.0,30.0,0.00435778323556535
3.0,32.0,0.004484399181491371
3.0,34.0,0.005013910262843309
3.0,35.0,0.0036707640733207414
3.0,37.0,0.005111144255241827
3.0,38.0,0.019488986615867603
3.0,39.0,0.005046872700829794
3.0,41.0,0.00436109537691753
3.0,46.0,0.003220199024942144
3.0,49.0,0.0025224510982292544
3.0,50.0,0.002639484643417705
3.0,52.0,0.0022493949487725835
3.0,57.0,0.008293061966018676
3.0,59.0,0.005701434899281586
3.0,61.0,0.004500012278846964
3.0,62.0,0.009726470219969727
3.0,64.0,0.004840835342501753
3.0,65.0,0.004060976426740518
3.0,68.0,0.004797165454083886
3.0,69.0,0.005162950365008899
3.0,70.0,0.004196082099694376
3.0,73.0,0.0027123795359580423
3.0,74.0,0.003814709781569576
3.0,75.0,0.003523167348539696
3.0,78.0,0.004097657841697698
3.0,79.0,0.0028228818424001715
3.0,80.0,0.00346422044149932
3.0,81.0,0.0028692422092409533
3.0,82.0,0.0028336176920900234
3.0,83.0,0.002650089582373257
3.0,84.0,0.0030191201122798726
3.0,85.0,0.0023433335845312094
3.0,86.0,0.002409692792113916
3.0,89.0,0.00280763980201474
3.0,90.0,0.0028731835766794803
3.0,92.0,0.001864482406011915
3.0,94.0,0.002220220721414779
3.0,96.0,0.0020168273756490445
3.0,97.0,0.001993476702721073
3.0,99.0,0.0022834200634361305
3.0,101.0,0.002153224188217912
3.0,102.0,0.0023170166865104126
3.0,106.0,0.0021398795787715284
3.0,107.0,0.0018977219677664239
3.0,113.0,0.0015010051946636072
3.0,119.0,0.0011990127676862348
3.0,120.0,0.0011107029413648664
3.0,123.0,0.0012317641035051604
3.0,125.0,0.0011860661333347798
3.0,126.0,0.0011439347274897036
3.0,133.0,0.0009603288339509892
3.0,134.0,0.0009631177359358918
3.0,135.0,0.0008880015021091905
3.0,136.0,0.0009026048026781779
3.0,137.0,0.0009123417705527697
3.0,138.0,0.000914306658393007
3.0,146.0,0.0007899087011366223
3.0,149.0,0.0008393985934525883
3.0,152.0,0.000829094476318381
3.0,155.0,0.0008136912129683643
3.0,158.0,0.0007719027096340142
3.0,159.0,0.000831000871751186
3.0,165.0,0.0006972178276211559
3.0,167.0,0.0007554183072237073
3.0,169.0,0.0007366945202228991
3.0,171.0,0.000703165374632713
3.0,173.0,0.0007248173363320596
3.0,175.0,0.0006883301883618648
3.0,180.0,0.0006943620314309901
3.0,181.0,0.0006905744307504002
3.0,182.0,0.0030946372833107762
3.0,184.0,0.0033669535026344772
3.0,190.0,0.0007311401259490639
3.0,191.0,0.0007145883331829869
3.0,193.0,0.0007305592691319467
3.0,195.0,0.0007450942223022956
4.0,3.0,0.010379467236432342
4.0,4.0,0.0
4.0,5.0,0.028887933264959077
4.0,6.0,0.009204554796325527
4.0,8.0,0.009260164516676767
4.0,9.0,0.009017497099174284
4.0,10.0,0.008447915792068291
4.0,14.0,0.006296600924060239
4.0,24.0,0.005049887176576708
4.0,25.0,0.003994763791521307
4.0,26.0,0.003318887455120543
4.0,28.0,0.003074349623154161
4.0,29.0,0.0032887917001886216
4.0,30.0,0.0034904085256675034
4.0,32.0,0.003446933119579597
4.0,34.0,0.0038929419921077857
4.0,35.0,0.0031338986444024203
4.0,37.0,0.003707061054458064
4.0,38.0,0.006772557826197432
4.0,39.0,0.003841025564215098
4.0,41.0,0.00324834308325129
4.0,46.0,0.002736512346663469
4.0,49.0,0.0022411106955392526
4.0,50.0,0.002335449440164859
4.0,52.0,0.002019755713745661
4.0,57.0,0.004626020904212729
4.0,59.0,0.0037745989162664543
4.0,61.0,0.0032259465124278137
4.0,62.0,0.005102013221905542
4.0,64.0,0.004324051516785297
