code,code,1 / distance
0.0,0.0,0.0
0.0,24.0,0.009709454918098498
0.0,69.0,0.0015231555980547502
0.0,76.0,0.00124074098674777
0.0,85.0,0.0026362823747944153
0.0,91.0,0.002371140662036241
1.0,1.0,0.0
1.0,2.0,0.028083474891820625
1.0,3.0,0.010165655947353561
1.0,4.0,0.036075319664727636
1.0,18.0,0.004146017763235955
1.0,19.0,0.01811602175498366
1.0,20.0,0.015376414025473111
1.0,25.0,0.007665616742010708
1.0,26.0,0.006741954652298716
1.0,27.0,0.005366440897366573
1.0,28.0,0.006119928435198585
1.0,31.0,0.005075650515501572
1.0,35.0,0.003207878246066053
1.0,36.0,0.003245582538035425
1.0,38.0,0.0021225344386543317
1.0,41.0,0.0016973576180777275
1.0,42.0,0.0020226675621191955
1.0,43.0,0.0015882220239767544
1.0,44.0,0.0015233400033650376
1.0,45.0,0.0015776870346073952
1.0,46.0,0.002020511339004406
1.0,48.0,0.0018624764895755607
1.0,49.0,0.0017885006803503663
1.0,50.0,0.0018917981462797317
1.0,51.0,0.0018654299819286797
1.0,52.0,0.001645336017852152
1.0,68.0,0.0013302682807236651
1.0,71.0,0.0013858911571654209
1.0,72.0,0.006096438569087022
1.0,82.0,0.0032771548366011555
1.0,83.0,0.003338681296469178
2.0,1.0,0.028083474891820625
2.0,2.0,0.0
2.0,3.0,0.015450312649099969
2.0,4.0,0.12590884334679822
2.0,18.0,0.004355278333308774
2.0,19.0,0.011012876754521624
2.0,20.0,0.010179666034257545
2.0,25.0,0.006021893123625265
2.0,26.0,0.0054516601388504265
2.0,27.0,0.004505504201571647
2.0,28.0,0.005037324590797054
2.0,31.0,0.0046723851807580555
2.0,35.0,0.002882666674340467
2.0,36.0,0.002909923864315979
2.0,38.0,0.0019735027110150635
2.0,41.0,0.0016007353188255764
2.0,42.0,0.0018868606920153927
2.0,43.0,0.0015033033777582573
2.0,44.0,0.0014450394744442221
2.0,45.0,0.0014938641390179477
2.0,46.0,0.0018851101083911196
2.0,48.0,0.0017466428853660557
2.0,49.0,0.001681560596910824
2.0,50.0,0.0017725729128516983
2.0,51.0,0.0017493999588260249
2.0,52.0,0.0015542757860036733
2.0,68.0,0.0012701056622249221
2.0,71.0,0.001323547974971695
2.0,72.0,0.007786725197851743
2.0,82.0,0.0029880886281901326
2.0,83.0,0.003041395375640385
3.0,1.0,0.010165655947353561
3.0,2.0,0.015450312649099969
3.0,3.0,0.0
3.0,4.0,0.013940101390365939
3.0,18.0,0.004032347350389497
3.0,19.0,0.006575053514867607
3.0,20.0,0.006527628480790631
3.0,25.0,0.004409428655537722
3.0,26.0,0.0041563390413385665
3.0,27.0,0.0035424126519253635
3.0,28.0,0.0039131485490189995
3.0,31.0,0.0036984638691839366
3.0,35.0,0.0024807034116725
3.0,36.0,0.0024694440708405503
3.0,38.0,0.0017623018475935513
3.0,41.0,0.001463665743883507
3.0,42.0,0.001693187622874925
3.0,43.0,0.0013817098489819848
3.0,44.0,0.0013322779958687447
