code,code,1 / distance
0.0,0.0,0.0
0.0,1.0,0.005947703341012201
0.0,28.0,0.001800672360099332
0.0,32.0,0.0017837439829234722
0.0,34.0,0.0010056536904353528
0.0,75.0,0.000979473331781063
0.0,91.0,0.0008546672344420245
0.0,93.0,0.0007566997492426922
0.0,108.0,0.000795679264761298
0.0,109.0,0.0007739359571867625
0.0,115.0,0.0029485024323200027
0.0,123.0,0.000642011323401473
0.0,124.0,0.0005978289412584808
0.0,127.0,0.000523938092941464
0.0,130.0,0.0004916186555246567
0.0,141.0,0.004032076623257303
1.0,0.0,0.005947703341012201
1.0,1.0,0.0
1.0,28.0,0.0017852076358389666
1.0,32.0,0.0016271769582706045
1.0,34.0,0.0010702426862984325
1.0,75.0,0.000940220280382022
1.0,91.0,0.0008261977494645086
1.0,93.0,0.000734628285083919
1.0,108.0,0.0007334534044848135
1.0,109.0,0.0007206188829440615
1.0,115.0,0.0020745626632865
1.0,123.0,0.0006103871194647109
1.0,124.0,0.0005687023257052574
1.0,127.0,0.0004987567841027075
1.0,130.0,0.00046833181220243253
1.0,141.0,0.0030867031390854867
2.0,2.0,0.0
2.0,83.0,0.0009637789026366568
3.0,3.0,0.0
3.0,4.0,0.008552320442149413
3.0,5.0,0.005258783147419653
3.0,16.0,0.0012635374612723939
3.0,17.0,0.0014168244402310425
3.0,20.0,0.0013498876660145655
3.0,21.0,0.0013697075771713003
3.0,27.0,0.001962191367365311
3.0,30.0,0.0014473276621542466
3.0,36.0,0.000996947972962375
3.0,37.0,0.0010318169161019407
3.0,44.0,0.0012680821756341158
3.0,53.0,0.001070747005764859
3.0,54.0,0.0010823050933748244
3.0,59.0,0.0009860646046973736
3.0,60.0,0.0009800886920881457
3.0,61.0,0.0009124612286665116
3.0,63.0,0.0009227424821660684
3.0,64.0,0.0009197434565628365
3.0,66.0,0.0008803261680501432
3.0,69.0,0.0008437677768123021
3.0,70.0,0.0008309243184939138
3.0,72.0,0.0009287148762192018
3.0,76.0,0.0008798883881169272
3.0,81.0,0.0009471925947224497
3.0,101.0,0.0007188883018304416
3.0,102.0,0.0007478027663160486
3.0,107.0,0.000829124863809727
3.0,117.0,0.0026673734359083335
3.0,119.0,0.0017707597157017537
3.0,121.0,0.0019725744857117754
3.0,125.0,0.0005912516802963537
3.0,126.0,0.0005894428732209818
3.0,136.0,0.000949408984459252
3.0,137.0,0.0010196287803844553
3.0,138.0,0.0009234013144186342
3.0,140.0,0.0018278507668352787
3.0,151.0,0.0006279839747261297
4.0,3.0,0.008552320442149413
4.0,4.0,0.0
4.0,5.0,0.009476269916388584
4.0,16.0,0.0014062657120225291
4.0,17.0,0.001579571987294761
4.0,20.0,0.001495510780197392
4.0,21.0,0.0015161769398610839
4.0,27.0,0.002116389311453453
4.0,30.0,0.0015007328549755594
4.0,36.0,0.0010711015844026765
4.0,37.0,0.001102319955302509
4.0,44.0,0.0013061937124870726
4.0,53.0,0.0010143672024239218
4.0,54.0,0.0010241299742418054
4.0,59.0,0.0009233351443159967
4.0,60.0,0.0009283841960005829
4.0,61.0,0.00086092111153401
4.0,63.0,0.0008668932724629754
4.0,64.0,0.0009549876100088159
4.0,66.0,0.0009248446538738421
4.0,69.0,0.0008901938892920244
4.0,70.0,0.0008785395768706864
4.0,72.0,0.0009487799223022375
4.0,76.0,0.0008661138829665897
4.0,81.0,0.0009189551580422111
4.0,101.0,0.0007291136295667428
4.0,102.0,0.0007575957993829997
4.0,107.0,0.0007794480625999881
4.0,117.0,0.0022080365919202685
4.0,119.0,0.0016193889821255246
4.0,121.0,0.0017576446577758816
4.0,125.0,0.0005808422943765215
4.0,126.0,0.000579035738643244
4.0,136.0,0.000889243869034899
4.0,137.0,0.0009504346647290351
4.0,138.0,0.0008627308273057108
4.0,140.0,0.002224289059189786
4.0,151.0,0.000610724489919055
5.0,3.0,0.005258783147419653
5.0,4.0,0.009476269916388584
5.0,5.0,0.0
5.0,16.0,0.001319485141629489
5.0,17.0,0.0014508824421713663
5.0,20.0,0.0013797379529149544
5.0,21.0,0.0013939839095165538
5.0,27.0,0.0017915179101263123
5.0,30.0,0.0013235619417910184
5.0,36.0,0.0010110046610656018
5.0,37.0,0.0010312679995027306
5.0,44.0,0.0011700467536865683
5.0,53.0,0.0009163368517855332
5.0,54.0,0.0009243149584148874
5.0,59.0,0.0008426685999723677
5.0,60.0,0.0008457532475843461
5.0,61.0,0.0007899910456570925
5.0,63.0,0.0007954937758203785
5.0,64.0,0.0008890001647160467
5.0,66.0,0.000870722936471931
5.0,69.0,0.0008442902243854955
5.0,70.0,0.0008359801873047836
5.0,72.0,0.0008760200469144674
5.0,76.0,0.0007958393947849181
5.0,81.0,0.0008384258460440708
5.0,101.0,0.0006851052802171324
5.0,102.0,0.0007095852337176512
5.0,107.0,0.0007221063019339845
5.0,117.0,0.0018079473690429334
5.0,119.0,0.001383551686433031
5.0,121.0,0.0014854931238392397
5.0,125.0,0.0005477932386715517
5.0,126.0,0.0005461782106472662
5.0,136.0,0.0008144879972902867
5.0,137.0,0.0008655867404969649
5.0,138.0,0.0007929450412017173
5.0,140.0,0.0020861849590710422
5.0,151.0,0.0005737881089577332
6.0,6.0,0.0
6.0,39.0,0.0011562290533087662
6.0,40.0,0.001214746094174047
6.0,41.0,0.001229283545805899
6.0,94.0,0.0007981483996557053
6.0,95.0,0.0007895224374569945
6.0,97.0,0.0007821031269528696
6.0,111.0,0.0038033111473959745
6.0,112.0,0.0038058448048052616
7.0,7.0,0.0
7.0,19.0,0.0008261530755559345
7.0,113.0,0.0009724744160736612
7.0,132.0,0.001181298647641697
7.0,135.0,0.0012177583830109652
8.0,8.0,0.0
8.0,23.0,0.003639659472357529
8.0,24.0,0.0040339678694856
8.0,29.0,0.0030347918188519873
8.0,42.0,0.0017686182976568484
8.0,45.0,0.0017528812519195865
8.0,47.0,0.0014942184666421094
8.0,48.0,0.001504633236485588
8.0,49.0,0.0017769820491527438
8.0,52.0,0.0010130239070368836
8.0,56.0,0.0008746988767603028
8.0,62.0,0.000827804060909972
8.0,77.0,0.0010372864112734663
8.0,78.0,0.0010391113852448843
8.0,80.0,0.000983545383932029
8.0,86.0,0.000863049992649653
8.0,89.0,0.0010522906362404208
8.0,103.0,0.0009049730933115054
8.0,104.0,0.0009182785731078673
8.0,105.0,0.0009171127819054588
8.0,118.0,0.001485734444581227
8.0,120.0,0.0014631332311157888
8.0,128.0,0.0005298364373782953
8.0,129.0,0.0005237724217538497
8.0,133.0,0.0009037023346067717
8.0,139.0,0.0008463878335224559
8.0,150.0,0.0007049695463409361
9.0,9.0,0.0
9.0,13.0,0.017269311192351273
9.0,15.0,0.0034450085225681782
9.0,134.0,0.0008703664733039565
10.0,10.0,0.0
11.0,11.0,0.0
11.0,22.0,0.0036768863670485754
11.0,35.0,0.002292439483473397
11.0,65.0,0.001297490837203442
11.0,71.0,0.0013258414324940743
11.0,90.0,0.0011735342042634032
11.0,116.0,0.0019445545062114834
11.0,131.0,0.0005192600970961672
12.0,12.0,0.0
12.0,26.0,0.0034556295488396105
12.0,31.0,0.0031808719293520164
12.0,33.0,0.0033485804807079854
12.0,43.0,0.0021113074992409444
12.0,68.0,0.0011715594749952612
12.0,98.0,0.0009762328172680949
12.0,99.0,0.00100632136397595
12.0,100.0,0.0010081582289358992
12.0,110.0,0.0008555955593260196
13.0,9.0,0.017269311192351273
13.0,13.0,0.0
13.0,15.0,0.003190960669300957
13.0,134.0,0.0009126940710321249
14.0,14.0,0.0
14.0,87.0,0.0010687791979479605
14.0,153.0,0.0012540996208296373
15.0,9.0,0.0034450085225681782
15.0,13.0,0.003190960669300957
15.0,15.0,0.0
15.0,134.0,0.0008585582115038046
16.0,3.0,0.0012635374612723939
16.0,4.0,0.0014062657120225291
16.0,5.0,0.001319485141629489
16.0,16.0,0.0
16.0,17.0,0.009788595247635213
16.0,20.0,0.01222898687527739
16.0,21.0,0.010275770140663406
16.0,27.0,0.002707401319817057
16.0,30.0,0.0025561611425311136
16.0,36.0,0.004154370508197435
16.0,37.0,0.003994091968945221
16.0,44.0,0.002368087141924124
16.0,53.0,0.0010067997583296515
16.0,54.0,0.0010099228858068082
16.0,59.0,0.000852232341565014
16.0,60.0,0.0009168083451942798
16.0,61.0,0.000824118893320533
16.0,63.0,0.0008095789148179509
16.0,64.0,0.0020808461743121462
16.0,66.0,0.002302665024232373
16.0,69.0,0.0022505416727579106
16.0,70.0,0.0022333311934416068
16.0,72.0,0.0017040813822996976
16.0,76.0,0.0011016860967183939
16.0,81.0,0.001056365672630196
16.0,101.0,0.0011561357968277685
16.0,102.0,0.0012014873893114197
16.0,107.0,0.0007190208850847276
16.0,117.0,0.0012085575513401967
16.0,119.0,0.0012768060200744125
16.0,121.0,0.0012400224731801102
16.0,125.0,0.0006843784111631639
16.0,126.0,0.000681602146147356
16.0,136.0,0.0008184555271870073
16.0,137.0,0.000857640003793019
16.0,138.0,0.0007793757516850919
16.0,140.0,0.003457930029426122
16.0,151.0,0.0006760937387402641
17.0,3.0,0.0014168244402310425
17.0,4.0,0.001579571987294761
17.0,5.0,0.0014508824421713663
17.0,16.0,0.009788595247635213
17.0,17.0,0.0
17.0,20.0,0.028057266743889687
17.0,21.0,0.03319119820469443
17.0,27.0,0.003742504234180361
17.0,30.0,0.003259206184510728
17.0,36.0,0.003325139578557383
17.0,37.0,0.0035268021436722064
17.0,44.0,0.0028193110281850863
17.0,53.0,0.0011023918689349842
17.0,54.0,0.0011068764695908186
17.0,59.0,0.0009227824502469591
17.0,60.0,0.0009941151314878571
17.0,61.0,0.000887127827092403
17.0,63.0,0.0008718805203349088
17.0,64.0,0.0020777792227559435
17.0,66.0,0.0021385333146610864
17.0,69.0,0.002017030940025343
17.0,70.0,0.001972284313608301
17.0,72.0,0.001781026016992448
17.0,76.0,0.0011769423679460302
17.0,81.0,0.0011428540003339245
17.0,101.0,0.0011643587003243394
17.0,102.0,0.001218706671343058
17.0,107.0,0.0007679051344670476
17.0,117.0,0.0013781626354556263
17.0,119.0,0.001463658965770766
17.0,121.0,0.001418604695046777
17.0,125.0,0.0007065895731433933
17.0,126.0,0.0007036413955986803
17.0,136.0,0.0008832204917517129
17.0,137.0,0.0009306362982475467
17.0,138.0,0.0008387192604857992
17.0,140.0,0.00401446135692863
17.0,151.0,0.0007048417275281871
18.0,18.0,0.0
18.0,67.0,0.002026453268687752
18.0,73.0,0.0018493114331254296
19.0,7.0,0.0008261530755559345
19.0,19.0,0.0
19.0,113.0,0.0008829229744999356
19.0,132.0,0.000832245333115206
19.0,135.0,0.0008229004629107822
20.0,3.0,0.0013498876660145655
20.0,4.0,0.001495510780197392
20.0,5.0,0.0013797379529149544
20.0,16.0,0.01222898687527739
20.0,17.0,0.028057266743889687
20.0,20.0,0.0
20.0,21.0,0.0638344151860454
20.0,27.0,0.003411719330614959
20.0,30.0,0.0032104820448537836
20.0,36.0,0.003772142377940956
20.0,37.0,0.0040128654588908455
20.0,44.0,0.0028596361189776667
20.0,53.0,0.0010945880757860299
20.0,54.0,0.0010985221919924833
20.0,59.0,0.000915174406798585
20.0,60.0,0.000988564063524476
20.0,61.0,0.0008819862284597277
20.0,63.0,0.000865850282548982
20.0,64.0,0.0022057472396737068
20.0,66.0,0.00230436969234562
20.0,69.0,0.002171460158215401
20.0,70.0,0.002121128281283628
20.0,72.0,0.0018492909039021224
20.0,76.0,0.0011885107592384584
20.0,81.0,0.001145348629820795
20.0,101.0,0.001199906329858119
20.0,102.0,0.001255491281823274
20.0,107.0,0.0007630970853226664
20.0,117.0,0.0013286027958549019
20.0,119.0,0.001424131392134611
20.0,121.0,0.0013759219299251876
20.0,125.0,0.0007129830586578616
20.0,126.0,0.0007099758904349913
20.0,136.0,0.0008763069425392963
20.0,137.0,0.0009217805665963419
20.0,138.0,0.0008318649215566594
20.0,140.0,0.0035679725169177894
20.0,151.0,0.0007082879123070417
21.0,3.0,0.0013697075771713003
21.0,4.0,0.0015161769398610839
21.0,5.0,0.0013939839095165538
21.0,16.0,0.010275770140663406
21.0,17.0,0.03319119820469443
21.0,20.0,0.0638344151860454
21.0,21.0,0.0
21.0,27.0,0.0035959715238519253
21.0,30.0,0.0033665923010015525
21.0,36.0,0.003647849394637095
21.0,37.0,0.003935882798368914
21.0,44.0,0.0029628016838425205
21.0,53.0,0.0011123202368014545
21.0,54.0,0.001116465536576826
21.0,59.0,0.0009278565623429984
21.0,60.0,0.0010028552380159734
21.0,61.0,0.0008934622540716636
21.0,63.0,0.000877078211454631
21.0,64.0,0.0022135177776716262
21.0,66.0,0.0022844258647992115
21.0,69.0,0.002140521662986669
21.0,70.0,0.002086162055981111
21.0,72.0,0.0018697623685309502
21.0,76.0,0.0012041947745892745
21.0,81.0,0.0011623947411022505
21.0,101.0,0.001204530611406432
21.0,102.0,0.0012619103778752038
21.0,107.0,0.0007718193564564966
21.0,117.0,0.0013555102846299308
21.0,119.0,0.0014566276316593182
21.0,121.0,0.0014060606219771093
21.0,125.0,0.0007177600101381551
21.0,126.0,0.0007147144237865285
21.0,136.0,0.0008879174189012028
21.0,137.0,0.0009347971451160785
21.0,138.0,0.0008424028938004135
21.0,140.0,0.00358265613960219
21.0,151.0,0.0007140188180539362
22.0,11.0,0.0036768863670485754
22.0,22.0,0.0
22.0,35.0,0.005355114220737922
22.0,65.0,0.0019866115055184944
22.0,71.0,0.0017505922961806213
22.0,90.0,0.0014708122112697607
22.0,116.0,0.0013921065059640649
22.0,131.0,0.0005422215832195993
23.0,8.0,0.003639659472357529
23.0,23.0,0.0
23.0,24.0,0.021110595215153426
23.0,29.0,0.005297392553337696
23.0,42.0,0.0029976477028343237
23.0,45.0,0.0029226748620736786
23.0,47.0,0.002352158894931082
23.0,48.0,0.0023782017562689515
23.0,49.0,0.002977636306555977
23.0,52.0,0.0011358379616966468
23.0,56.0,0.0009437787024388012
23.0,62.0,0.0009064405963640645
23.0,77.0,0.0012845118795226467
23.0,78.0,0.001291435747399562
23.0,80.0,0.0011660117726565958
23.0,86.0,0.000990397778918152
23.0,89.0,0.0014433315060717136
23.0,103.0,0.0011861054588209457
23.0,104.0,0.0012018314925971464
23.0,105.0,0.0011990772043873512
23.0,118.0,0.001536275903819493
23.0,120.0,0.0014401083511706924
23.0,128.0,0.0005954680993336829
23.0,129.0,0.0005859646510206193
