code,code,1 / distance
0.0,0.0,0.0
1.0,1.0,0.0
1.0,3.0,0.2645561771108426
1.0,8.0,0.03303704825737484
1.0,9.0,0.009346659726464307
1.0,11.0,0.00878199409080211
1.0,15.0,0.014582539370607425
1.0,17.0,0.013132444202570455
1.0,19.0,0.00945215159515538
1.0,20.0,0.009101150991140668
1.0,22.0,0.01743835819479938
1.0,25.0,0.00462614228359969
2.0,2.0,0.0
2.0,4.0,0.020834300837306436
2.0,12.0,0.034390735547520604
3.0,1.0,0.2645561771108426
3.0,3.0,0.0
3.0,8.0,0.03774715034481517
3.0,9.0,0.00902776000042787
3.0,11.0,0.008499883490122753
3.0,15.0,0.015433161205587905
3.0,17.0,0.013818344019438251
3.0,19.0,0.009789611116896225
3.0,20.0,0.009414557687999573
3.0,22.0,0.018668799573073293
3.0,25.0,0.004546644427227205
4.0,2.0,0.020834300837306436
4.0,4.0,0.0
4.0,12.0,0.02686166154173809
5.0,5.0,0.0
5.0,7.0,0.01517414622273074
5.0,10.0,0.2962194984937052
5.0,18.0,0.006855874823592802
5.0,21.0,0.009367449250423421
5.0,23.0,0.005029650835714951
6.0,6.0,0.0
7.0,5.0,0.01517414622273074
7.0,7.0,0.0
7.0,10.0,0.01599267586748075
7.0,18.0,0.004739574154716378
7.0,21.0,0.005792023306738344
7.0,23.0,0.003784015990336224
8.0,1.0,0.03303704825737484
8.0,3.0,0.03774715034481517
8.0,8.0,0.0
8.0,9.0,0.007285723415392271
8.0,11.0,0.006937979014583517
8.0,15.0,0.02609417752809503
8.0,17.0,0.02178823930072315
8.0,19.0,0.012924007131260958
8.0,20.0,0.012299657706611355
8.0,22.0,0.036909769804563876
8.0,25.0,0.004058039941155069
9.0,1.0,0.009346659726464307
9.0,3.0,0.00902776000042787
9.0,8.0,0.007285723415392271
9.0,9.0,0.0
9.0,11.0,0.14535832452243644
9.0,15.0,0.0056959077674815775
9.0,17.0,0.00546041892361133
9.0,19.0,0.004745602500854234
9.0,20.0,0.004652869112013346
9.0,22.0,0.006085143632631096
9.0,25.0,0.009159622954100319
10.0,5.0,0.2962194984937052
10.0,7.0,0.01599267586748075
10.0,10.0,0.0
10.0,18.0,0.006704531137670435
10.0,21.0,0.009080409567431717
10.0,23.0,0.004946929830571344
11.0,1.0,0.00878199409080211
11.0,3.0,0.008499883490122753
11.0,8.0,0.006937979014583517
11.0,9.0,0.14535832452243644
11.0,11.0,0.0
11.0,15.0,0.005481141543965831
11.0,17.0,0.005262738052864162
11.0,19.0,0.0045971092640069485
11.0,20.0,0.004509980773222773
