code,code,1 / distance
0.0,0.0,0.0
0.0,2.0,0.008505564268647877
0.0,16.0,0.005502295574455072
0.0,85.0,0.003533606693832419
0.0,86.0,0.0036676848237809875
0.0,89.0,0.003031362106267766
0.0,97.0,0.0038431275258368745
1.0,1.0,0.0
1.0,4.0,0.00896780455299287
1.0,11.0,0.0044416524271168635
1.0,17.0,0.0024069924161479184
1.0,47.0,0.001790930395598387
1.0,72.0,0.0011014745506389076
1.0,73.0,0.0011115945515239051
1.0,75.0,0.0009808997924133896
1.0,78.0,0.0010342376088975892
2.0,0.0,0.008505564268647877
2.0,2.0,0.0
2.0,16.0,0.003498150305758392
2.0,85.0,0.00433944245103614
2.0,86.0,0.004820623907461557
2.0,89.0,0.0032622252956494547
2.0,97.0,0.003134911317717676
3.0,3.0,0.0
3.0,9.0,0.008025957556890263
3.0,10.0,0.012424997600430124
3.0,18.0,0.004203403760448271
3.0,21.0,0.0052333990073947555
3.0,23.0,0.003938690279772563
3.0,28.0,0.0040225667565274925
3.0,31.0,0.003313492768858436
3.0,32.0,0.0031402046380634256
3.0,33.0,0.003525064772680787
3.0,34.0,0.003637768524892393
3.0,40.0,0.0026368727251145463
3.0,41.0,0.002508636894647004
3.0,46.0,0.0025703809132826255
3.0,51.0,0.0017088995770674405
3.0,55.0,0.0019703411366131704
3.0,60.0,0.0015285840240504731
3.0,62.0,0.00159808073409831
3.0,64.0,0.0012068894040319629
3.0,67.0,0.0012344959345843589
3.0,76.0,0.001108158889836148
3.0,80.0,0.0015465174805837664
3.0,81.0,0.0020541296762061362
3.0,88.0,0.0011267587384846136
3.0,93.0,0.002782362505038546
3.0,94.0,0.002805816042278379
3.0,95.0,0.0027413056467160807
3.0,96.0,0.0026270357729352017
4.0,1.0,0.00896780455299287
4.0,4.0,0.0
4.0,11.0,0.0072413272723986935
4.0,17.0,0.0032871528337381963
4.0,47.0,0.0022127430687161652
4.0,72.0,0.0012522025573964309
4.0,73.0,0.0012657265923948693
4.0,75.0,0.001095321642488833
4.0,78.0,0.0011643856896727284
5.0,5.0,0.0
5.0,24.0,0.0031161521897948513
5.0,25.0,0.003183682146342237
5.0,26.0,0.00402525864510047
5.0,38.0,0.002069437330302864
5.0,39.0,0.0023926313831900184
5.0,48.0,0.0018945083674068274
5.0,52.0,0.0021227117204046073
5.0,53.0,0.0019156705650003314
6.0,6.0,0.0
6.0,19.0,0.0024183338539606764
6.0,22.0,0.003490383039052994
6.0,37.0,0.0020598216385327582
7.0,7.0,0.0
7.0,12.0,0.004648422226107618
7.0,35.0,0.003502089560396585
7.0,45.0,0.0022891009960019
7.0,54.0,0.0017446089053528545
7.0,58.0,0.001460527529805508
7.0,68.0,0.001094250390334263
7.0,69.0,0.0012326180978435377
7.0,82.0,0.0011955175320995954
8.0,8.0,0.0
8.0,13.0,0.005116504794241661
8.0,14.0,0.0063363334933292294
8.0,27.0,0.0041151574431007336
8.0,90.0,0.002831498897667278
9.0,3.0,0.008025957556890263
9.0,9.0,0.0
9.0,10.0,0.004878742481473337
9.0,18.0,0.0027775151190039195
9.0,21.0,0.004209277752595837
9.0,23.0,0.00288931105964105
9.0,28.0,0.003039342112027504
9.0,31.0,0.0023825624806508815
9.0,32.0,0.002276661573295682
9.0,33.0,0.0024533881833229
9.0,34.0,0.00250915638533283
9.0,40.0,0.001986302230915272
9.0,41.0,0.0019152943565929272
9.0,46.0,0.0019527793879698268
9.0,51.0,0.0014116929887443357
9.0,55.0,0.0016015475461158956
9.0,60.0,0.0013000150104177993
9.0,62.0,0.0013340554490693188
9.0,64.0,0.0010567867085352174
9.0,67.0,0.0010817517344996093
9.0,76.0,0.000981026538657174
9.0,80.0,0.0012973538770956455
9.0,81.0,0.0016365737810535785
9.0,88.0,0.0010008799665803382
9.0,93.0,0.0021011704221847215
9.0,94.0,0.0021131849293131158
9.0,95.0,0.0020665411039594438
9.0,96.0,0.0020188058909109334
10.0,3.0,0.012424997600430124
10.0,9.0,0.004878742481473337
10.0,10.0,0.0
10.0,18.0,0.006275202241219186
10.0,21.0,0.0048689125475872294
10.0,23.0,0.004593521606240016
10.0,28.0,0.004443588410732691
10.0,31.0,0.004305191058101403
10.0,32.0,0.004086390721203848
10.0,33.0,0.0048721787290862935
10.0,34.0,0.005075635724618259
10.0,40.0,0.0033468982298216865
10.0,41.0,0.0031197201182059276
10.0,46.0,0.0032337848020114954
10.0,51.0,0.001979637556673468
10.0,55.0,0.0023142174040012373
10.0,60.0,0.0017250993666898284
10.0,62.0,0.0018335092999206002
10.0,64.0,0.0013300393480439074
10.0,67.0,0.0013594070225837623
10.0,76.0,0.0012105226263387507
10.0,80.0,0.0017663042386034842
10.0,81.0,0.0024540342687327577
