"cwithid","timestamp","blocks","price_rate","total_spots","occupied"
7,"2011-05-02 00:00:00","{70005,70005,56824,56824,70008,70008,70006,70006,56822,56822,56820,56820,56823,56823}",0.00,34.43,52.26
7,"2011-05-02 01:00:00","{70004,56823,56823,70004,70006,56820,70008,70006,70008,56820,56822,56822}",0.00,33.67,46.24
7,"2011-05-02 02:00:00","{70008,70006,56820,56820,70008,70006,56824,56824,56823,56823}",0.00,34.00,32.57
7,"2011-05-02 03:00:00","{56823,70004,56823,70004,56820,70006,70006,56820,70005,56824,70005,56824}",0.00,33.17,32.46
7,"2011-05-02 04:00:00","{70009,56824,56824,70009,56823,70004,70004,56823,70006,56820,56820,70006}",0.00,32.83,37.17
7,"2011-05-02 05:00:00","{56820,56822,56822,70008,70008,56820,56824,56824,70004,70004}",0.00,35.20,36.22
7,"2011-05-02 06:00:00","{56823,56823,56822,56820,56822,56820,70005,70005,56824,56824}",0.00,35.20,34.64
7,"2011-05-02 07:00:00","{70005,70005,56823,70004,56823,56822,56822,70004,70008,70006,70006,70008}",0.33,33.33,40.56
7,"2011-05-02 08:00:00","{70006,56820,56820,70006,56824,56824,56823,70004,70004,56822,56822,56823}",2.00,32.67,52.23
7,"2011-05-02 09:00:00","{56823,70004,56822,70004,56822,56823,70006,56820,56820,70008,70006,70008,56824,56824}",2.00,33.57,52.88
7,"2011-05-02 10:00:00","{56824,70005,70005,56824,70004,56822,56822,70004,56823,56823,70006,70006}",2.00,32.33,67.39
7,"2011-05-02 11:00:00","{70008,70006,70006,56820,56820,70008,56824,70005,70005,56824}",2.00,34.80,62.95
7,"2011-05-02 12:00:00","{56824,70009,70009,56824,56820,56820,56822,56822,56823,56823,70004,70004}",2.00,34.17,71.86
7,"2011-05-02 13:00:00","{56822,70004,70004,56822,56824,70005,70005,56824,70008,70009,70009,70008,56820,56820}",2.00,35.43,72.30
7,"2011-05-02 14:00:00","{70008,70009,70009,56820,56820,70008,56822,56823,56823,56822,70004,70004,56824,56824}",2.00,34.86,65.90
7,"2011-05-02 15:00:00","{70005,70005,70009,70008,70008,56820,56820,70009,56823,56822,56823,56822,70004,70004}",2.00,35.43,63.01
7,"2011-05-02 16:00:00","{70004,70004,56822,56822,70006,56820,56820,70006}",2.00,32.50,66.18
7,"2011-05-02 17:00:00","{70009,70006,70006,56820,56820,70009,70005,70005,56822,56823,56823,56822}",2.00,34.00,67.80
7,"2011-05-02 18:00:00","{56822,56822,56820,70006,70006,56820,56824,56824,56823,56823}",0.00,33.00,78.62
7,"2011-05-02 19:00:00","{56823,56824,70005,70005,56824,56823,56820,70008,70008,56820}",0.00,36.20,82.45
7,"2011-05-02 20:00:00","{56820,56820,70004,56822,56822,70004,70005,56823,56823,56824,56824,70005}",0.00,34.50,81.79
7,"2011-05-02 21:00:00","{56823,56823,70005,70005,56824,56824,70008,70006,70006,56820,56820,70008,56822,56822}",0.00,34.43,77.29
7,"2011-05-02 22:00:00","{56822,56822,70004,70004,56824,56824,56820,70006,70006,56820}",0.00,32.60,60.41
7,"2011-05-02 23:00:00","{70008,70006,70006,56820,56820,70008,70004,70004,56824,56824,56823,70005,56823,70005}",0.00,34.00,57.57
7,"2011-05-03 00:00:00","{70005,70005,56823,56823,56824,56824,56820,56820}",0.00,35.50,39.91
7,"2011-05-03 01:00:00","{56820,56820,70008,70008,56824,56824}",0.00,37.00,34.73
7,"2011-05-03 02:00:00","{70005,56824,70005,56824,70008,56820,56820,70008,70004,70004}",0.00,35.80,38.43
7,"2011-05-03 03:00:00","{70004,70004,56824,56824,70008,56820,56820,70006,70006,70008}",0.00,33.60,39.02
7,"2011-05-03 04:00:00","{70006,56820,56820,70006,70004,70004,56824,56824,56823,56823}",0.00,32.40,33.31
7,"2011-05-03 05:00:00","{70005,56824,56824,56823,56823,70005,70008,70006,70006,56820,56820,70008,70004,70004}",0.00,34.00,35.13
7,"2011-05-03 06:00:00","{56823,56823,56824,70005,70005,56824,70006,70006,56820,56820}",0.00,33.60,37.49
7,"2011-05-03 07:00:00","{70008,56820,56820,70006,70006,70008,70004,70004,56824,70005,56823,56823,70005,56824}",0.57,34.00,46.62
7,"2011-05-03 08:00:00","{56823,56823,70005,56824,70005,56824,70006,70006,70004,70004}",2.00,32.00,51.90
7,"2011-05-03 09:00:00","{56824,56823,56823,56824,70006,70006,56820,56820}",2.00,32.75,56.10
7,"2011-05-03 10:00:00","{70006,56820,56820,70006,70004,70004,56824,56824,70005,70005,56823,56823}",2.00,33.17,60.96
7,"2011-05-03 11:00:00","{56824,56824,56823,70005,70005,56823,56820,56820}",2.00,35.50,68.60
7,"2011-05-03 12:00:00","{56820,70006,56820,70006,70008,70008,56823,56823,70004,70004}",2.00,33.60,77.46
7,"2011-05-03 13:00:00","{56820,70006,70006,56820,70008,70008,56823,56823,56824,56824}",2.00,34.00,73.91
7,"2011-05-03 14:00:00","{56824,56823,56823,56824,70004,70004,70006,56820,70006,56820}",2.00,32.40,70.24
7,"2011-05-03 15:00:00","{56820,70008,70008,56820,70006,70006,70005,70005,56823,56823,56824,56824,70004,70004}",2.00,34.00,67.86
7,"2011-05-03 16:00:00","{70004,70004,56820,70008,70008,56820,56824,56824,56823,56823}",2.00,35.00,73.83
7,"2011-05-03 17:00:00","{56823,56824,56823,56824,70004,70004,70008,56820,56820,70008}",2.00,35.00,73.57
7,"2011-05-03 18:00:00","{70006,70008,70008,56820,56820,70006,56824,56823,56823,56824}",0.00,34.00,82.78
7,"2011-05-03 19:00:00","{56823,56824,56823,56824,56820,56820}",0.00,35.00,89.93
7,"2011-05-03 20:00:00","{70008,70008,70005,56823,56823,56824,56824,70005}",0.00,35.50,87.88
7,"2011-05-03 21:00:00","{56824,56824,70005,56823,56823,70005,56820,56820,70008,70008,70004,70004}",0.00,35.33,79.28
7,"2011-05-03 22:00:00","{70004,70004,70005,56823,56823,70005,56824,56824,70008,70008,56820,56820,70006,70006}",0.00,34.00,71.18
7,"2011-05-03 23:00:00","{70006,70008,70008,56820,56820,70006,56823,56824,56824,56823}",0.00,34.00,58.19
7,"2011-05-04 00:00:00","{56823,56824,56824,70005,70005,56823,70004,70006,70006,70004,56820,56820}",0.00,33.17,49.00
7,"2011-05-04 01:00:00","{56821,56821,56824,56824,56823,56823,70006,70006}",0.00,32.50,35.65
7,"2011-05-04 02:00:00","{70004,70004,70008,70008,56820,56820,56821,56821,56823,56823,56824,56824}",0.00,35.50,35.00
7,"2011-05-04 03:00:00","{70005,70005,56823,56823,56824,56824,56821,56821,70006,70006,56820,56820}",0.00,34.33,28.14
7,"2011-05-04 04:00:00","{56820,56820,56821,56821,56823,56823,56824,56824,70004,70006,70006,70004}",0.00,33.33,31.25
7,"2011-05-04 05:00:00","{56820,56820,56823,70005,70005,56821,56821,56823,56824,56824}",0.00,36.00,25.76
7,"2011-05-04 06:00:00","{56823,56821,56821,56823}",0.00,35.50,25.34
7,"2011-05-04 07:00:00","{56821,56823,56823,56824,56824,56821,56820,56820}",0.00,35.75,41.77
7,"2011-05-04 08:00:00","{70008,70008,56820,56820,70006,70006,70005,56821,56821,56823,56823,56824,56824,70005}",2.00,35.00,45.53
7,"2011-05-04 09:00:00","{56824,56823,56823,56821,56821,56824,56820,56820,70008,70008,70004,70006,70006,70004}",2.00,34.14,48.55
7,"2011-05-04 10:00:00","{70006,70006,70004,70004,56824,56821,56821,56823,56823,56824,70008,56820,56820,70008}",2.00,34.14,57.63
7,"2011-05-04 11:00:00","{56820,56820,70008,70008,70004,70004,56821,56824,56824,56823,56823,56821}",2.00,35.50,64.43
7,"2011-05-04 12:00:00","{56824,56821,56821,70005,70005,56823,56823,56824,56820,70008,70008,56820,70004,70006,70006,70004}",2.00,34.50,71.49
7,"2011-05-04 13:00:00","{70004,70004,56821,56824,56824,56823,56823,56821,56820,56820}",2.00,34.80,70.24
7,"2011-05-04 14:00:00","{56820,56820,70004,70004,56824,56823,56823,56824}",2.00,34.00,69.61
7,"2011-05-04 15:00:00","{56824,70005,70005,56823,56823,56824,56821,56821,56820,56820,70008,70008,70004,70004}",2.00,35.71,64.24
7,"2011-05-04 16:00:00","{70004,70004,70005,56821,70005,56824,56824,56821,56820,56820,70008,70008}",2.00,36.17,68.73
7,"2011-05-04 17:00:00","{56820,56820,70008,70008,70004,70006,70006,70004,56821,70005,70005,56824,56824,56823,56823,56821}",2.00,34.50,70.66
7,"2011-05-04 18:00:00","{70005,70005,56821,56824,56824,56821,56820,56820,70006,70006}",0.00,34.60,77.55
7,"2011-05-04 19:00:00","{70004,70006,70006,70004,56824,56823,56823,70005,70005,56824,56820,56820}",0.00,33.17,82.73
7,"2011-05-04 20:00:00","{70008,70008,56820,56820,70006,70004,70004,70006,56823,56821,56821,56824,56824,56823}",0.00,34.14,89.27
7,"2011-05-04 21:00:00","{56821,70005,70005,56823,56823,56824,56824,56821,56820,56820,70004,70006,70006,70004}",0.00,33.86,79.90
7,"2011-05-04 22:00:00","{70004,70004,70005,56823,56821,56823,70005,56824,56824,56821,70008,56820,56820,70008}",0.00,35.71,69.76
7,"2011-05-04 23:00:00","{56820,56820,70004,70006,70006,70004,70005,56821,56821,70005}",0.00,34.20,62.40
7,"2011-05-05 00:00:00","{56821,70005,56824,56824,56823,56823,70005,56821,56820,70008,70008,56820,70004,70004}",0.00,35.71,55.70
7,"2011-05-05 01:00:00","{70006,70006,70005,70005,56824,56824,56823,56823,56821,56821}",0.00,33.40,40.51
7,"2011-05-05 02:00:00","{56821,56823,70005,70005,56821,56824,56824,56823,70004,70006,70006,70004,70008,70008}",0.00,33.86,34.79
7,"2011-05-05 03:00:00","{56824,56821,56821,56824,70006,70006}",0.00,32.33,30.60
7,"2011-05-05 04:00:00","{70004,70006,70006,70004,70008,70008,56824,56824,70005,70005,56821,56821}",0.00,34.00,32.65
7,"2011-05-05 05:00:00","{56824,56821,56821,56823,56823,56824,70006,70006}",0.00,32.50,26.67
7,"2011-05-05 06:00:00","{70004,70006,70006,70004,56821,56824,56824,56821}",0.00,32.00,31.88
7,"2011-05-05 07:00:00","{70005,56824,56824,70005}",0.00,35.00,51.24
7,"2011-05-05 08:00:00","{56821,56821,56824,56824,70004,70006,70006,70004,70008,70008}",2.00,33.40,49.30
7,"2011-05-05 09:00:00","{56821,56821,56824,56824,70004,70004}",2.00,34.00,52.80
7,"2011-05-05 10:00:00","{70006,70006,70005,70005,56824,56824}",2.00,32.00,58.81
7,"2011-05-05 11:00:00","{56821,56824,56824,56821,70004,70004}",2.00,34.00,66.10
7,"2011-05-05 12:00:00","{56824,56821,56821,56824}",2.00,35.50,70.11
7,"2011-05-05 13:00:00","{56821,56824,56824,70005,70005,56821,70007,70008,70008,70007,70006,70004,70004,70006}",2.00,33.57,69.50
7,"2011-05-05 14:00:00","{70006,70006,70004,70004,56824,56821,56824,56821,70008,70008,70007,70007}",2.00,33.00,67.55
7,"2011-05-05 15:00:00","{70008,70008,70004,70004,56824,56824,56821,56821}",2.00,35.25,69.96
7,"2011-05-05 16:00:00","{56821,56824,56824,56821,70008,70008}",2.00,36.67,71.94
7,"2011-05-05 17:00:00","{70007,70008,70008,70007,70005,56821,56824,56824,70005,56821,70006,70006}",2.00,34.00,78.51
7,"2011-05-05 18:00:00","{70006,70006,56821,56821,56824,56824}",0.00,32.33,86.46
7,"2011-05-05 19:00:00","{70005,70005,56824,56824,56821,56821,70004,70004}",0.00,34.75,80.21
7,"2011-05-05 20:00:00","{70004,70006,70006,70004,70008,70008,70007,70007,56821,56821,56824,56824}",0.00,33.00,91.19
7,"2011-05-05 21:00:00","{56824,56821,56821,56824,70005,70005,70004,70006,70006,70004}",0.00,33.00,82.86
7,"2011-05-05 22:00:00","{70006,70006,56821,56824,56824,56821,70008,70007,70008,70007}",0.00,33.40,89.08
7,"2011-05-05 23:00:00","{70008,70008,70004,70004,56821,56821}",0.00,36.00,76.89
7,"2011-05-06 00:00:00","{70007,70005,70005,70007}",0.00,34.00,78.62
7,"2011-05-06 01:00:00","{70008,70007,70007,70008,56821,56821,70004,70004}",0.00,34.75,60.11
7,"2011-05-06 02:00:00","{70008,70007,70007,70008,56821,56821}",0.00,36.00,53.51
7,"2011-05-06 03:00:00","{56821,56821,70006,70006,70004,70004,70005,70007,70007,70005}",0.00,32.60,42.51
7,"2011-05-06 04:00:00","{70008,70007,70007,70008,70005,70005,56821,56821}",0.00,36.25,38.55
7,"2011-05-06 05:00:00","{56821,56821,70005,70008,70008,70005,70006,70004,70006,70004}",0.00,34.20,38.28
7,"2011-05-06 06:00:00","{70004,70006,70004,70006,56821,56821,70005,70005}",0.00,33.00,34.81
7,"2011-05-06 07:00:00","{70007,70008,70008,70007,70004,70004,70006,70006,56821,56821}",0.40,33.00,46.26
7,"2011-05-06 08:00:00","{56821,56821,70005,70008,70008,70005,70006,70006}",2.00,35.00,49.18
7,"2011-05-06 09:00:00","{70004,70006,70004,70006,56821,56821,70008,70007,70007,70008}",2.00,33.00,57.11
7,"2011-05-06 10:00:00","{70007,70005,70005,70007,70004,70004,56821,56821}",2.00,34.25,60.87
7,"2011-05-06 11:00:00","{56821,56821,70007,70007,70004,70004}",2.00,33.33,68.73
7,"2011-05-06 12:00:00","{70006,70006,70004,70004,56821,56821,70005,70008,70008,70005,70007,70007}",2.00,33.67,71.91
7,"2011-05-06 13:00:00","{70005,70005}",2.00,37.00,93.41
7,"2011-05-06 14:00:00","{70008,70008,70007,70007,70004,70004,56821,56821}",2.00,34.75,81.91
7,"2011-05-06 15:00:00","{56821,56821,70005,70005}",2.00,37.50,95.41
7,"2011-05-06 16:00:00","{70008,70008,70007,70007,70005,70005,56821,56821}",2.00,36.25,90.39
7,"2011-05-06 17:00:00","{56821,56821,70005,70005,70008,70008,70004,70004}",2.00,36.25,92.03
7,"2011-05-06 18:00:00","{70006,70006,70004,70004,56821,56821,70007,70008,70008,70007}",0.00,33.00,92.28
7,"2011-05-06 19:00:00","{70005,70007,70005,70008,70008,70007,70004,70006,70006,70004,56821,56821}",0.00,33.67,93.37
7,"2011-05-06 20:00:00","{56821,56821,70004,70004}",0.00,34.50,85.26
7,"2011-05-06 21:00:00","{70004,70004,70006,70006,70005,70008,70008,70005}",0.00,33.25,94.09
7,"2011-05-06 22:00:00","{70005,70007,70005,70007,56821,56821}",0.00,35.33,86.79
7,"2011-05-06 23:00:00","{70006,70006,70004,70004,70007,70008,70008,70007}",0.00,31.75,92.80
7,"2011-05-07 00:00:00","{70007,70009,70007,70009,70008,70008,56821,56821,70004,70004}",0.00,34.80,72.05
7,"2011-05-07 01:00:00","{70006,70006,70004,70004,70009,70005,70005,70009,56821,56821}",0.00,33.40,70.35
7,"2011-05-07 02:00:00","{56821,56821,70004,70004,70006,70006,70008,70008,70009,70009}",0.00,33.80,56.21
7,"2011-05-07 03:00:00","{70007,70007,56821,56821,70004,70006,70006,70004}",0.00,31.50,55.62
7,"2011-05-07 04:00:00","{70006,70004,70004,70006,70008,70009,70009,70008,56821,56821}",0.00,33.80,53.06
7,"2011-05-07 05:00:00","{56821,56821,70004,70004,70006,70006,70005,70005}",0.00,33.00,61.83
7,"2011-05-07 06:00:00","{70007,70007,70008,70008,56821,56821,70004,70004,70006,70006}",0.00,33.00,51.08
7,"2011-05-07 07:00:00","{70006,70006,70008,70005,70005,70009,70009,70008,56821,56821}",0.40,35.00,55.75
7,"2011-05-07 08:00:00","{56821,56821,70006,70006,70009,70005,70005,70009}",1.00,34.00,59.54
7,"2011-05-07 09:00:00","{70007,70009,70009,70007,56821,56821,70004,70006,70006,70004}",2.00,32.20,61.31
7,"2011-05-07 10:00:00","{70006,70006,70009,70007,70007,70009,56821,56821}",2.00,32.50,63.79
7,"2011-05-07 11:00:00","{56821,56821,70006,70004,70004,70006,70008,70008,70009,70009}",2.00,33.80,77.08
7,"2011-05-07 12:00:00","{70005,70008,70008,70005,56821,56821}",2.00,38.00,77.14
7,"2011-05-07 13:00:00","{56821,56821,70005,70007,70009,70007,70009,70005}",2.00,35.25,79.26
7,"2011-05-07 14:00:00","{70008,70008,70005,70005,70009,70009,56821,56821,70006,70004,70004,70006}",2.00,34.33,77.95
7,"2011-05-07 15:00:00","{70006,70004,70004,70006,70009,70009,56821,56821}",2.00,32.50,75.51
7,"2011-05-07 16:00:00","{56821,56821,70004,70004,70007,70007}",2.00,33.33,76.56
7,"2011-05-07 17:00:00","{70005,70005,56821,56821}",2.00,37.50,75.93
7,"2011-05-07 18:00:00","{56821,56821,70005,70005,70007,70007,70004,70004}",0.00,34.25,85.35
7,"2011-05-07 19:00:00","{70004,70004,70006,70006,56821,56821,70008,70008,70007,70007}",0.00,33.00,91.58
7,"2011-05-07 20:00:00","{70007,70007,70008,70008,70006,70006,70004,70004,56821,56821}",0.00,33.00,92.07
7,"2011-05-07 21:00:00","{56821,56821,70007,70008,70008,70007,70004,70004}",0.00,34.75,92.44
7,"2011-05-07 22:00:00","{70004,70006,70006,56822,56822,70004,56821,56821,70009,70009}",0.00,32.80,88.92
7,"2011-05-07 23:00:00","{70008,70005,70009,70009,70008,70005,56822,56822,56821,56821}",0.00,36.60,89.81
7,"2011-05-08 00:00:00","{56821,56821,70007,70007,70009,70009,56822,70006,70006,70004,70004,56822}",0.00,32.50,88.28
7,"2011-05-08 01:00:00","{70006,56822,56822,70006,56821,56821,70007,70009,70009,70007}",0.00,32.80,76.49
7,"2011-05-08 02:00:00","{70007,70007,70009,70009,56821,56821}",0.00,34.67,56.61
7,"2011-05-08 03:00:00","{56821,56821,70006,56822,56822,70006,70008,70008}",0.00,34.25,31.06
7,"2011-05-08 04:00:00","{70009,70009,56821,56821,70006,56822,56822,70004,70004,70006}",0.00,32.80,24.78
7,"2011-05-08 05:00:00","{56822,70006,70006,56822,70009,70008,70005,70005,70008,70009,56821,56821}",0.00,34.83,24.62
7,"2011-05-08 06:00:00","{56821,56821,56822,70006,70006,56822,70008,70009,70009,70008}",0.00,34.40,35.52
7,"2011-05-08 07:00:00","{70009,70009,56821,56821,70004,70004,56822,56822}",0.00,34.50,34.92
7,"2011-05-08 08:00:00","{56822,56822,70007,70008,70008,70007,56821,56821}",0.00,35.50,45.69
7,"2011-05-08 09:00:00","{56821,56821,56822,70006,70006,56822,70007,70007}",0.00,32.25,48.85
7,"2011-05-08 10:00:00","{70008,70008,56821,56821,70006,70004,70006,70004}",0.00,33.50,40.69
7,"2011-05-08 11:00:00","{56822,56822,70008,70009,70007,70008,70009,70007,56821,56821}",0.00,35.40,56.80
7,"2011-05-08 12:00:00","{56821,56821,56822,70006,70006,56822,70009,70009,70007,70007}",0.00,32.80,61.51
7,"2011-05-08 13:00:00","{70009,70009,56821,56821,70004,56822,56822,70004}",0.00,34.50,60.11
7,"2011-05-08 14:00:00","{56822,56822,70008,70007,70007,70009,70009,70008,56821,56821}",0.00,35.40,62.79
7,"2011-05-08 15:00:00","{56821,56821,70004,70006,70006,56822,56822,70004}",0.00,32.25,54.24
7,"2011-05-08 16:00:00","{70004,56822,56822,70004,56821,56821,70009,70009}",0.00,34.50,71.28
7,"2011-05-08 17:00:00","{70009,70007,70009,70008,70008,70007,56822,70006,70004,70006,56822,70004,56821,56821}",0.00,33.43,86.39
7,"2011-05-08 18:00:00","{70008,70008,70006,56822,56822,70006}",0.00,33.00,86.72
7,"2011-05-08 19:00:00","{56822,70006,70004,70004,70006,56822,56821,56821,70009,70009}",0.00,32.80,89.02
7,"2011-05-08 20:00:00","{70009,70007,70008,70008,70007,70009,70006,56822,56822,70006,56821,56821}",0.00,33.83,89.25
7,"2011-05-08 21:00:00","{56821,56821,70007,70007,70004,56822,56822,70004}",0.00,33.50,76.64
7,"2011-05-08 22:00:00","{56822,56822,56821,56821,70007,70007,70008,70008}",0.00,35.50,67.97
7,"2011-05-08 23:00:00","{70009,70007,70007,70009,70006,56822,70006,56822,56821,56821}",0.00,32.80,59.96
7,"2011-05-09 00:00:00","{56821,56821,70007,70008,70008,70009,70009,70007,70006,70006}",0.00,33.80,65.30
7,"2011-05-09 01:00:00","{56822,70004,56822,70004,56821,56821,70007,70007}",0.00,33.50,42.14
7,"2011-05-09 02:00:00","{70009,70008,70008,70009,70006,70004,70004,56822,56822,70006,56821,56821}",0.00,33.83,38.24
7,"2011-05-09 03:00:00","{56821,56821,70009,70009,70008,70008,70007,70007,70006,56822,56822,70006}",0.00,33.83,41.15
7,"2011-05-09 04:00:00","{70006,56822,56822,70006,56821,56821,70009,70008,70008,70009}",0.00,34.40,36.62
7,"2011-05-09 05:00:00","{70007,70008,70008,70009,70009,70007,56822,70006,70004,56822,70006,70004,56821,56821}",0.00,33.43,40.54
7,"2011-05-09 06:00:00","{70009,70009,70006,70006,56822,56822}",0.00,31.67,36.58
7,"2011-05-09 07:00:00","{70004,70004,70006,70006,56822,56822,56824,56821,56821,56824}",0.40,32.40,36.88
7,"2011-05-09 08:00:00","{56821,56824,56824,56821,70004,70006,70004,56822,56822,70006,70009,70009}",2.00,32.83,52.36
7,"2011-05-09 09:00:00","{70008,70009,70009,70008,56824,56821,56821,56824,70004,70004,56822,56822}",2.00,35.00,57.79
7,"2011-05-09 10:00:00","{56822,70006,56822,70006,70008,70007,70007,70008,56821,56824,56824,56821}",2.00,33.50,61.72
7,"2011-05-09 11:00:00","{56824,56821,56821,56824,70004,70004,70006,70006,70007,70007}",2.00,31.80,64.17
7,"2011-05-09 12:00:00","{70009,70009,70007,70007,56821,56821,70006,70006,56822,56822}",2.00,32.80,72.83
7,"2011-05-09 13:00:00","{70004,56822,70006,70006,70004,70007,70007,56822,70009,70009,56824,56824,56821,56821}",2.00,32.57,76.68
7,"2011-05-09 14:00:00","{56824,56824,56821,56821,70004,70006,56822,70006,56822,70004,70009,70009}",2.00,32.83,68.03
7,"2011-05-09 15:00:00","{56824,56821,56821,56824,70004,70007,70007,56822,56822,70006,70006,70004}",2.00,32.17,69.08
7,"2011-05-09 16:00:00","{70007,70006,56822,56822,70007,70004,70004,70006,70009,70009,56821,56824,56824,56821}",2.00,32.57,75.01
7,"2011-05-09 17:00:00","{56821,56821,70006,70004,70006,70004,70009,70009}",2.00,32.50,80.85
7,"2011-05-09 18:00:00","{70009,70009,56821,56824,56821,56824,70007,70006,70006,70007}",0.00,32.60,85.59
7,"2011-05-09 19:00:00","{70006,56822,70006,56822,56821,56824,56824,56821}",0.00,32.75,86.45
7,"2011-05-09 20:00:00","{56821,56821,56824,70009,70009,56824,70007,56822,56822,70007}",0.00,34.20,88.57
7,"2011-05-09 21:00:00","{70006,70006,56821,56821,70009,56824,56824,70009}",0.00,33.00,82.73
7,"2011-05-09 22:00:00","{70009,70009,56824,56824,56822,56822,56821,56821}",0.00,35.00,63.38
