"cwithid","timestamp","blocks","price_rate","total_spots","occupied"
1,"2011-04-01 00:00:00","{32800,32800}",0.00,32.00,55.78
1,"2011-04-01 01:00:00","{32800,32800,72004,61400,61400}",0.00,25.60,37.45
1,"2011-04-01 02:00:00","{32800,32800}",0.00,32.00,30.63
1,"2011-04-01 03:00:00","{32800,32800,72000,72000}",0.00,27.00,22.49
1,"2011-04-01 04:00:00","{72004,32800,32800}",0.00,29.33,16.62
1,"2011-04-01 05:00:00","{32800,32800,72000,72000,72004}",0.00,26.40,23.42
1,"2011-04-01 06:00:00","{32800,32800}",0.00,32.00,49.15
1,"2011-04-01 07:00:00","{32800,32800,72004}",3.50,29.33,48.82
1,"2011-04-01 08:00:00","{32800,32800}",3.50,32.00,64.26
1,"2011-04-01 09:00:00","{32800,32800,57105,72004}",3.50,24.00,59.57
1,"2011-04-01 10:00:00","{32800,32800,58001,58001}",3.50,24.50,68.02
1,"2011-04-01 11:00:00","{57105,32800,32800,60600,60600}",3.50,21.20,62.61
1,"2011-04-01 12:00:00","{32800,32800}",3.50,32.00,57.96
1,"2011-04-01 13:00:00","{32800,32800,72004,57105,60600,60600}",3.50,21.67,64.66
1,"2011-04-01 14:00:00","{60600,60600,32800,32800}",3.50,24.50,65.27
1,"2011-04-01 15:00:00","{32800,32800,60600,60600}",3.50,24.50,67.10
1,"2011-04-01 16:00:00","{60600,60600,32800,32800}",3.50,24.50,72.77
1,"2011-04-01 17:00:00","{60600,60600}",3.50,17.00,87.01
1,"2011-04-01 18:00:00","{60600,60600,32800,32800}",0.00,24.50,71.36
1,"2011-04-01 19:00:00","{32800,32800,57105,60600,60600}",0.00,21.20,66.13
1,"2011-04-01 20:00:00","{32800,32800,72000,72000}",0.00,27.00,80.05
1,"2011-04-01 21:00:00","{58001,58001,32800,32800}",0.00,24.50,75.07
1,"2011-04-01 22:00:00","{32800,32800,72000,72000,60600,60600}",0.00,23.67,70.57
