node,node,Connection
0,0,1
0,1,1
0,3,1
0,16,1
0,17,1
0,49,1
0,50,1
0,52,1
0,73,1
0,99,1
0,109,1
0,110,1
0,111,1
0,115,1
0,116,1
0,129,1
0,133,1
0,136,1
0,137,1
0,139,1
0,152,1
0,153,1
0,154,1
0,155,1
0,156,1
0,157,1
0,158,1
0,165,1
0,174,1
1,2,1
1,55,1
1,70,1
1,74,1
1,77,1
1,78,1
1,79,1
1,83,1
1,101,1
1,102,1
1,103,1
1,105,1
1,120,1
1,125,1
1,135,1
1,163,1
1,175,1
2,0,1
2,1,1
2,3,1
2,16,1
2,17,1
2,49,1
2,50,1
2,52,1
2,73,1
2,99,1
2,109,1
2,110,1
2,111,1
2,115,1
2,116,1
2,129,1
2,133,1
2,136,1
2,137,1
2,139,1
2,152,1
2,153,1
2,154,1
2,155,1
2,156,1
2,157,1
2,158,1
2,165,1
2,174,1
3,6,1
3,12,1
3,19,1
3,20,1
3,23,1
3,24,1
3,26,1
3,27,1
3,28,1
3,30,1
3,32,1
3,33,1
3,34,1
3,36,1
3,38,1
3,46,1
3,48,1
3,53,1
3,54,1
3,65,1
3,66,1
3,76,1
3,85,1
3,86,1
3,87,1
3,88,1
3,89,1
3,90,1
3,91,1
3,92,1
3,107,1
3,108,1
3,112,1
3,113,1
3,119,1
3,123,1
3,127,1
3,131,1
3,138,1
3,142,1
3,143,1
3,144,1
3,148,1
3,149,1
3,150,1
3,160,1
3,164,1
3,172,1
3,179,1
4,2,1
4,55,1
4,70,1
4,74,1
4,77,1
4,78,1
4,79,1
4,83,1
4,101,1
4,102,1
4,103,1
4,105,1
4,120,1
4,125,1
4,135,1
4,163,1
4,175,1
5,13,1
5,18,1
5,69,1
5,124,1
5,126,1
6,4,1
6,35,1
7,5,1
7,7,1
7,9,1
7,29,1
7,51,1
7,71,1
7,72,1
7,104,1
7,106,1
7,122,1
7,146,1
7,161,1
7,170,1
7,177,1
8,82,1
8,132,1
8,171,1
8,178,1
9,6,1
9,12,1
9,19,1
