node,node,Connection
0,14,1
3,13,1
4,1,1
4,3,1
4,8,1
4,9,1
4,11,1
4,15,1
4,17,1
4,19,1
4,20,1
4,22,1
4,25,1
6,5,1
6,7,1
6,10,1
6,18,1
6,21,1
6,23,1
8,1,1
8,3,1
8,8,1
8,9,1
8,11,1
8,15,1
8,17,1
8,19,1
8,20,1
8,22,1
8,25,1
9,1,1
9,3,1
9,8,1
9,9,1
9,11,1
9,15,1
9,17,1
9,19,1
9,20,1
9,22,1
9,25,1
10,5,1
10,7,1
10,10,1
10,18,1
10,21,1
10,23,1
12,1,1
12,3,1
12,8,1
12,9,1
12,11,1
12,15,1
12,17,1
12,19,1
12,20,1
12,22,1
12,25,1
13,1,1
13,3,1
13,8,1
13,9,1
13,11,1
13,15,1
13,17,1
13,19,1
13,20,1
13,22,1
13,25,1
15,5,1
15,7,1
15,10,1
15,18,1
15,21,1
15,23,1
17,1,1
17,3,1
17,8,1
17,9,1
17,11,1
17,15,1
17,17,1
17,19,1
17,20,1
17,22,1
17,25,1
18,1,1
18,3,1
18,8,1
18,9,1
18,11,1
18,15,1
18,17,1
18,19,1
18,20,1
18,22,1
18,25,1
23,1,1
23,3,1
23,8,1
23,9,1
23,11,1
23,15,1
23,17,1
23,19,1
23,20,1
23,22,1
23,25,1
24,5,1
24,7,1
24,10,1
24,18,1
24,21,1
24,23,1
25,1,1
25,3,1
25,8,1
25,9,1
25,11,1
25,15,1
25,17,1
25,19,1
25,20,1
25,22,1
25,25,1
28,1,1
28,3,1
28,8,1
28,9,1
28,11,1
28,15,1
28,17,1
28,19,1
28,20,1
28,22,1
28,25,1
29,1,1
29,3,1
29,8,1
29,9,1
29,11,1
29,15,1
29,17,1
29,19,1
29,20,1
29,22,1
29,25,1
31,1,1
31,3,1
31,8,1
31,9,1
31,11,1
31,15,1
31,17,1
31,19,1
31,20,1
31,22,1
31,25,1
37,5,1
37,7,1
37,10,1
37,18,1
37,21,1
37,23,1
40,13,1
41,1,1
41,3,1
41,8,1
41,9,1
41,11,1
41,15,1
41,17,1
41,19,1
41,20,1
41,22,1
41,25,1
42,13,1
43,1,1
43,3,1
43,8,1
43,9,1
43,11,1
43,15,1
43,17,1
43,19,1
43,20,1
43,22,1
43,25,1
44,1,1
44,3,1
44,8,1
44,9,1
44,11,1
44,15,1
44,17,1
44,19,1
44,20,1
44,22,1
44,25,1
45,16,1
46,5,1
46,7,1
46,10,1
46,18,1
46,21,1
46,23,1
47,5,1
47,7,1
47,10,1
47,18,1
47,21,1
47,23,1
52,1,1
52,3,1
52,8,1
52,9,1
52,11,1
52,15,1
52,17,1
52,19,1
52,20,1
52,22,1
52,25,1
53,1,1
53,3,1
53,8,1
53,9,1
53,11,1
53,15,1
53,17,1
53,19,1
53,20,1
53,22,1
53,25,1
54,1,1
54,3,1
54,8,1
54,9,1
54,11,1
54,15,1
54,17,1
54,19,1
54,20,1
54,22,1
54,25,1
56,5,1
56,7,1
56,10,1
56,18,1
56,21,1
56,23,1
57,1,1
57,3,1
57,8,1
57,9,1
57,11,1
57,15,1
57,17,1
57,19,1
57,20,1
57,22,1
57,25,1
58,16,1
60,1,1
60,3,1
60,8,1
60,9,1
60,11,1
60,15,1
60,17,1
60,19,1
60,20,1
60,22,1
60,25,1
61,13,1
62,13,1
63,13,1
67,1,1
67,3,1
67,8,1
67,9,1
67,11,1
67,15,1
67,17,1
67,19,1
67,20,1
67,22,1
67,25,1
71,1,1
71,3,1
71,8,1
71,9,1
71,11,1
71,15,1
71,17,1
71,19,1
71,20,1
71,22,1
71,25,1
76,13,1
78,1,1
78,3,1
78,8,1
78,9,1
78,11,1
78,15,1
78,17,1
78,19,1
78,20,1
78,22,1
78,25,1
79,1,1
79,3,1
79,8,1
79,9,1
79,11,1
79,15,1
79,17,1
79,19,1
79,20,1
79,22,1
79,25,1
80,13,1
81,13,1
82,1,1
82,3,1
82,8,1
82,9,1
82,11,1
82,15,1
82,17,1
82,19,1
82,20,1
82,22,1
82,25,1
83,1,1
83,3,1
83,8,1
83,9,1
83,11,1
83,15,1
83,17,1
83,19,1
83,20,1
83,22,1
83,25,1
84,1,1
84,3,1
84,8,1
84,9,1
84,11,1
84,15,1
84,17,1
84,19,1
84,20,1
84,22,1
84,25,1
86,1,1
86,3,1
86,8,1
86,9,1
86,11,1
86,15,1
86,17,1
86,19,1
86,20,1
86,22,1
86,25,1
89,1,1
89,3,1
89,8,1
89,9,1
89,11,1
89,15,1
89,17,1
89,19,1
89,20,1
89,22,1
89,25,1
90,1,1
90,3,1
90,8,1
90,9,1
90,11,1
90,15,1
90,17,1
90,19,1
90,20,1
90,22,1
90,25,1
91,1,1
91,3,1
91,8,1
91,9,1
91,11,1
91,15,1
91,17,1
91,19,1
91,20,1
91,22,1
91,25,1
92,1,1
92,3,1
92,8,1
92,9,1
92,11,1
92,15,1
92,17,1
92,19,1
92,20,1
92,22,1
92,25,1
93,5,1
93,7,1
93,10,1
93,18,1
93,21,1
93,23,1
95,5,1
95,7,1
95,10,1
95,18,1
95,21,1
95,23,1
96,1,1
96,3,1
96,8,1
96,9,1
96,11,1
96,15,1
96,17,1
96,19,1
96,20,1
96,22,1
96,25,1
97,1,1
97,3,1
97,8,1
97,9,1
97,11,1
97,15,1
97,17,1
97,19,1
97,20,1
97,22,1
97,25,1
98,1,1
98,3,1
98,8,1
98,9,1
98,11,1
98,15,1
98,17,1
98,19,1
98,20,1
98,22,1
98,25,1
99,5,1
99,7,1
99,10,1
99,18,1
99,21,1
99,23,1
103,5,1
103,7,1
103,10,1
103,18,1
103,21,1
103,23,1
105,0,1
106,13,1
107,13,1
108,24,1
113,1,1
113,3,1
113,8,1
113,9,1
113,11,1
113,15,1
113,17,1
113,19,1
113,20,1
113,22,1
113,25,1
116,5,1
116,7,1
116,10,1
116,18,1
116,21,1
116,23,1
117,13,1
119,1,1
119,3,1
119,8,1
119,9,1
119,11,1
119,15,1
119,17,1
119,19,1
119,20,1
119,22,1
119,25,1
121,1,1
121,3,1
121,8,1
121,9,1
121,11,1
121,15,1
121,17,1
121,19,1
121,20,1
121,22,1
121,25,1
122,1,1
122,3,1
122,8,1
122,9,1
122,11,1
122,15,1
122,17,1
122,19,1
122,20,1
122,22,1
122,25,1
127,13,1
128,1,1
128,3,1
128,8,1
128,9,1
128,11,1
128,15,1
128,17,1
128,19,1
128,20,1
128,22,1
128,25,1
130,5,1
130,7,1
130,10,1
130,18,1
130,21,1
130,23,1
132,1,1
132,3,1
132,8,1
132,9,1
132,11,1
132,15,1
132,17,1
132,19,1
132,20,1
132,22,1
132,25,1
133,1,1
133,3,1
133,8,1
133,9,1
133,11,1
133,15,1
133,17,1
133,19,1
133,20,1
133,22,1
133,25,1
138,1,1
138,3,1
138,8,1
138,9,1
138,11,1
138,15,1
138,17,1
138,19,1
138,20,1
138,22,1
138,25,1
146,1,1
146,3,1
146,8,1
146,9,1
146,11,1
146,15,1
146,17,1
146,19,1
146,20,1
146,22,1
146,25,1
147,5,1
147,7,1
147,10,1
147,18,1
147,21,1
147,23,1
148,1,1
148,3,1
148,8,1
148,9,1
148,11,1
148,15,1
148,17,1
148,19,1
148,20,1
148,22,1
148,25,1
152,13,1
153,13,1
154,16,1
155,13,1
156,13,1
158,5,1
158,7,1
158,10,1
158,18,1
158,21,1
158,23,1
159,1,1
159,3,1
159,8,1
159,9,1
159,11,1
159,15,1
159,17,1
159,19,1
159,20,1
159,22,1
159,25,1
160,5,1
160,7,1
160,10,1
160,18,1
160,21,1
160,23,1
163,1,1
163,3,1
163,8,1
163,9,1
163,11,1
163,15,1
163,17,1
163,19,1
163,20,1
163,22,1
163,25,1
165,1,1
165,3,1
165,8,1
165,9,1
165,11,1
165,15,1
165,17,1
165,19,1
165,20,1
165,22,1
165,25,1
168,1,1
168,3,1
168,8,1
168,9,1
168,11,1
168,15,1
168,17,1
168,19,1
168,20,1
168,22,1
168,25,1
169,1,1
169,3,1
169,8,1
169,9,1
169,11,1
169,15,1
169,17,1
169,19,1
169,20,1
169,22,1
169,25,1
170,5,1
170,7,1
170,10,1
170,18,1
170,21,1
170,23,1
172,5,1
172,7,1
172,10,1
172,18,1
172,21,1
172,23,1
173,1,1
173,3,1
173,8,1
173,9,1
173,11,1
173,15,1
173,17,1
173,19,1
173,20,1
173,22,1
173,25,1
174,13,1
175,13,1
176,24,1
177,5,1
177,7,1
177,10,1
177,18,1
177,21,1
177,23,1
180,13,1
185,1,1
185,3,1
185,8,1
185,9,1
185,11,1
185,15,1
185,17,1
185,19,1
185,20,1
185,22,1
185,25,1
186,5,1
186,7,1
186,10,1
186,18,1
186,21,1
186,23,1
190,1,1
190,3,1
190,8,1
190,9,1
190,11,1
190,15,1
190,17,1
190,19,1
190,20,1
190,22,1
190,25,1
192,5,1
192,7,1
192,10,1
192,18,1
192,21,1
192,23,1
193,1,1
193,3,1
193,8,1
193,9,1
193,11,1
193,15,1
193,17,1
193,19,1
193,20,1
193,22,1
193,25,1
196,1,1
196,3,1
196,8,1
196,9,1
196,11,1
196,15,1
196,17,1
196,19,1
196,20,1
196,22,1
196,25,1
197,1,1
197,3,1
197,8,1
197,9,1
197,11,1
197,15,1
197,17,1
197,19,1
197,20,1
197,22,1
197,25,1
198,1,1
198,3,1
198,8,1
198,9,1
198,11,1
198,15,1
198,17,1
198,19,1
198,20,1
198,22,1
198,25,1
199,1,1
199,3,1
199,8,1
199,9,1
199,11,1
199,15,1
199,17,1
199,19,1
199,20,1
199,22,1
199,25,1
200,5,1
200,7,1
200,10,1
200,18,1
200,21,1
200,23,1
201,1,1
201,3,1
201,8,1
201,9,1
201,11,1
201,15,1
201,17,1
201,19,1
201,20,1
201,22,1
201,25,1
203,13,1
207,1,1
207,3,1
207,8,1
207,9,1
207,11,1
207,15,1
207,17,1
207,19,1
207,20,1
207,22,1
207,25,1
208,13,1
214,1,1
214,3,1
214,8,1
214,9,1
214,11,1
214,15,1
214,17,1
214,19,1
214,20,1
214,22,1
214,25,1
217,1,1
217,3,1
217,8,1
217,9,1
217,11,1
217,15,1
217,17,1
217,19,1
217,20,1
217,22,1
217,25,1
220,1,1
220,3,1
220,8,1
220,9,1
220,11,1
220,15,1
220,17,1
220,19,1
220,20,1
220,22,1
220,25,1
221,1,1
221,3,1
221,8,1
221,9,1
221,11,1
221,15,1
221,17,1
221,19,1
221,20,1
221,22,1
221,25,1
222,1,1
222,3,1
222,8,1
222,9,1
222,11,1
222,15,1
222,17,1
222,19,1
222,20,1
222,22,1
222,25,1
224,5,1
224,7,1
224,10,1
224,18,1
224,21,1
224,23,1
226,1,1
226,3,1
226,8,1
226,9,1
226,11,1
226,15,1
226,17,1
226,19,1
226,20,1
226,22,1
226,25,1
229,1,1
229,3,1
229,8,1
229,9,1
229,11,1
229,15,1
229,17,1
229,19,1
229,20,1
229,22,1
229,25,1
231,13,1
234,5,1
234,7,1
234,10,1
234,18,1
234,21,1
234,23,1
236,13,1
237,1,1
237,3,1
237,8,1
237,9,1
237,11,1
237,15,1
237,17,1
237,19,1
237,20,1
237,22,1
237,25,1
238,1,1
238,3,1
238,8,1
238,9,1
238,11,1
238,15,1
238,17,1
238,19,1
238,20,1
238,22,1
238,25,1
240,1,1
240,3,1
240,8,1
240,9,1
240,11,1
240,15,1
240,17,1
240,19,1
240,20,1
240,22,1
240,25,1
242,5,1
242,7,1
242,10,1
242,18,1
242,21,1
242,23,1
243,1,1
243,3,1
243,8,1
243,9,1
243,11,1
243,15,1
243,17,1
243,19,1
243,20,1
243,22,1
243,25,1
244,5,1
244,7,1
244,10,1
244,18,1
244,21,1
244,23,1
245,1,1
245,3,1
245,8,1
245,9,1
245,11,1
245,15,1
245,17,1
245,19,1
245,20,1
245,22,1
245,25,1
249,24,1
250,5,1
250,7,1
250,10,1
250,18,1
250,21,1
250,23,1
253,13,1
255,1,1
255,3,1
255,8,1
255,9,1
255,11,1
255,15,1
255,17,1
255,19,1
255,20,1
255,22,1
255,25,1
257,5,1
257,7,1
257,10,1
257,18,1
257,21,1
257,23,1
258,1,1
258,3,1
258,8,1
258,9,1
258,11,1
258,15,1
258,17,1
258,19,1
258,20,1
258,22,1
258,25,1
261,1,1
261,3,1
261,8,1
261,9,1
261,11,1
261,15,1
261,17,1
261,19,1
261,20,1
261,22,1
261,25,1
262,1,1
262,3,1
262,8,1
262,9,1
262,11,1
262,15,1
262,17,1
262,19,1
262,20,1
262,22,1
262,25,1
263,1,1
263,3,1
263,8,1
263,9,1
263,11,1
263,15,1
263,17,1
263,19,1
263,20,1
263,22,1
263,25,1
272,13,1
274,24,1
276,1,1
276,3,1
276,8,1
276,9,1
276,11,1
276,15,1
276,17,1
276,19,1
276,20,1
276,22,1
276,25,1
277,5,1
277,7,1
277,10,1
277,18,1
277,21,1
277,23,1
278,0,1
279,1,1
279,3,1
279,8,1
279,9,1
279,11,1
279,15,1
279,17,1
279,19,1
279,20,1
279,22,1
279,25,1
280,13,1
281,5,1
281,7,1
281,10,1
281,18,1
281,21,1
281,23,1
282,1,1
282,3,1
282,8,1
282,9,1
282,11,1
282,15,1
282,17,1
282,19,1
282,20,1
282,22,1
282,25,1
285,1,1
285,3,1
285,8,1
285,9,1
285,11,1
285,15,1
285,17,1
285,19,1
285,20,1
285,22,1
285,25,1
286,1,1
286,3,1
286,8,1
286,9,1
286,11,1
286,15,1
286,17,1
286,19,1
286,20,1
286,22,1
286,25,1
287,1,1
287,3,1
287,8,1
287,9,1
287,11,1
287,15,1
287,17,1
287,19,1
287,20,1
287,22,1
287,25,1
288,5,1
288,7,1
288,10,1
288,18,1
288,21,1
288,23,1
289,1,1
289,3,1
289,8,1
289,9,1
289,11,1
289,15,1
289,17,1
289,19,1
289,20,1
289,22,1
289,25,1
290,13,1
291,13,1
292,1,1
292,3,1
292,8,1
292,9,1
292,11,1
292,15,1
292,17,1
292,19,1
292,20,1
292,22,1
292,25,1
293,1,1
293,3,1
293,8,1
293,9,1
293,11,1
293,15,1
293,17,1
293,19,1
293,20,1
293,22,1
293,25,1
294,1,1
294,3,1
294,8,1
294,9,1
294,11,1
294,15,1
294,17,1
294,19,1
294,20,1
294,22,1
294,25,1
295,1,1
295,3,1
295,8,1
295,9,1
295,11,1
295,15,1
295,17,1
295,19,1
295,20,1
295,22,1
295,25,1
296,1,1
296,3,1
296,8,1
296,9,1
296,11,1
296,15,1
296,17,1
296,19,1
296,20,1
296,22,1
296,25,1
297,1,1
297,3,1
297,8,1
297,9,1
297,11,1
297,15,1
297,17,1
297,19,1
297,20,1
297,22,1
297,25,1
299,1,1
299,3,1
299,8,1
299,9,1
299,11,1
299,15,1
299,17,1
299,19,1
299,20,1
299,22,1
299,25,1
300,1,1
300,3,1
300,8,1
300,9,1
300,11,1
300,15,1
300,17,1
300,19,1
300,20,1
300,22,1
300,25,1
304,1,1
304,3,1
304,8,1
304,9,1
304,11,1
304,15,1
304,17,1
304,19,1
304,20,1
304,22,1
304,25,1
307,1,1
307,3,1
307,8,1
307,9,1
307,11,1
307,15,1
307,17,1
307,19,1
307,20,1
307,22,1
307,25,1
308,5,1
308,7,1
308,10,1
308,18,1
308,21,1
308,23,1
309,1,1
309,3,1
309,8,1
309,9,1
309,11,1
309,15,1
309,17,1
309,19,1
309,20,1
309,22,1
309,25,1
310,13,1
311,1,1
311,3,1
311,8,1
311,9,1
311,11,1
311,15,1
311,17,1
311,19,1
311,20,1
311,22,1
311,25,1
319,0,1
320,13,1
321,1,1
321,3,1
321,8,1
321,9,1
321,11,1
321,15,1
321,17,1
321,19,1
321,20,1
321,22,1
321,25,1
322,1,1
322,3,1
322,8,1
322,9,1
322,11,1
322,15,1
322,17,1
322,19,1
322,20,1
322,22,1
322,25,1
324,1,1
324,3,1
324,8,1
324,9,1
324,11,1
324,15,1
324,17,1
324,19,1
324,20,1
324,22,1
324,25,1
325,13,1
326,1,1
326,3,1
326,8,1
326,9,1
326,11,1
326,15,1
326,17,1
326,19,1
326,20,1
326,22,1
326,25,1
327,1,1
327,3,1
327,8,1
327,9,1
327,11,1
327,15,1
327,17,1
327,19,1
327,20,1
327,22,1
327,25,1
328,1,1
328,3,1
328,8,1
328,9,1
328,11,1
328,15,1
328,17,1
328,19,1
328,20,1
328,22,1
328,25,1
330,1,1
330,3,1
330,8,1
330,9,1
330,11,1
330,15,1
330,17,1
330,19,1
330,20,1
330,22,1
330,25,1
332,13,1
334,1,1
334,3,1
334,8,1
334,9,1
334,11,1
334,15,1
334,17,1
334,19,1
334,20,1
334,22,1
334,25,1
337,1,1
337,3,1
337,8,1
337,9,1
337,11,1
337,15,1
337,17,1
337,19,1
337,20,1
337,22,1
337,25,1
342,13,1
343,13,1
344,1,1
344,3,1
344,8,1
344,9,1
344,11,1
344,15,1
344,17,1
344,19,1
344,20,1
344,22,1
344,25,1
345,1,1
345,3,1
345,8,1
345,9,1
345,11,1
345,15,1
345,17,1
345,19,1
345,20,1
345,22,1
345,25,1
348,5,1
348,7,1
348,10,1
348,18,1
348,21,1
348,23,1
353,13,1
354,16,1
355,13,1
356,13,1
357,5,1
357,7,1
357,10,1
357,18,1
357,21,1
357,23,1
360,13,1
366,5,1
366,7,1
366,10,1
366,18,1
366,21,1
366,23,1
368,1,1
368,3,1
368,8,1
368,9,1
368,11,1
368,15,1
368,17,1
368,19,1
368,20,1
368,22,1
368,25,1
374,1,1
374,3,1
374,8,1
374,9,1
374,11,1
374,15,1
374,17,1
374,19,1
374,20,1
374,22,1
374,25,1
375,13,1
377,13,1
378,13,1
379,13,1
380,1,1
380,3,1
380,8,1
380,9,1
380,11,1
380,15,1
380,17,1
380,19,1
380,20,1
380,22,1
380,25,1
382,1,1
382,3,1
382,8,1
382,9,1
382,11,1
382,15,1
382,17,1
382,19,1
382,20,1
382,22,1
382,25,1
383,1,1
383,3,1
383,8,1
383,9,1
383,11,1
383,15,1
383,17,1
383,19,1
383,20,1
383,22,1
383,25,1
384,1,1
384,3,1
384,8,1
384,9,1
384,11,1
384,15,1
384,17,1
384,19,1
384,20,1
384,22,1
384,25,1
385,1,1
385,3,1
385,8,1
385,9,1
385,11,1
385,15,1
385,17,1
385,19,1
385,20,1
385,22,1
385,25,1
387,1,1
387,3,1
387,8,1
387,9,1
387,11,1
387,15,1
387,17,1
387,19,1
387,20,1
387,22,1
387,25,1
388,1,1
388,3,1
388,8,1
388,9,1
388,11,1
388,15,1
388,17,1
388,19,1
388,20,1
388,22,1
388,25,1
389,1,1
389,3,1
